,name,categories,lat,lng,zipcode
1619,Navy Federal Credit Union - ATM,ATM,30.0654022,-81.8716777,32068
1620,Papa John's Pizza,Pizza Place,30.06157125,-81.87649491,32068
1621,Redbox,Video Store,30.06251,-81.87472,32068
1622,Bono's Pit BBQ,BBQ Joint,30.06440985,-81.87252349,32068
1623,Redbox,Video Store,30.060555,-81.877387,32068
1624,Huddle House,Breakfast Spot,30.06350658,-81.87766761,32068
1625,Family Dollar,Discount Store,30.06206407,-81.87799769,32068
1626,CVS pharmacy,Pharmacy,30.06260252,-81.87535876,32068
1627,Domino's Pizza,Pizza Place,30.06340521,-81.88273658,32068
1628,Hardee's / Red Burrito,Fast Food Restaurant,30.06135075,-81.87689266,32068
1629,BBVA Compass,Bank,30.0788361,-81.8631505,32068
1630,KFC,Fried Chicken Joint,30.06127708,-81.87539765,32068
1631,County Road 220 and State Road 21,Intersection,30.0877892,-81.85544452,32068
1632,Blanding Blvd & Co Rd 220,Intersection,30.08799897,-81.85563091,32068
1633,Walmart Vision Center,Optical Shop,30.09211488,-81.84888979,32003
1634,Shaklee Distributor,Drugstore,30.04057348,-81.87325732,32068
1635,All in all Handyman and Construction Services,Construction & Landscaping,30.03922,-81.84756,32068
1636,Lake Asbury Retreat Center (LARC),Recreation Center,30.05475229,-81.82727158,32043
1637,Black Water Construction Inc,Other Repair Shop,30.034818,-81.874038,32068
1638,Winn-Dixie,Grocery Store,30.0469751,-81.80787424,32043
1639,GameStop,Video Game Store,30.10721655,-81.82978379,32068
1640,Amazing Grace Crop Maze,Farm,30.04454076,-81.77934026,32043
1641,AT&T,Mobile Phone Shop,30.10663061,-81.82883263,32068
1642,Circle K,Convenience Store,30.03757855,-81.89776003,32068
1643,Redbox,Video Store,30.104329,-81.830838,32068
1644,Nicole's In The Country,American Restaurant,30.06304621,-81.90908235,32068
1645,SUBWAY,Sandwich Place,30.0584385,-81.80949433,32043
1646,Circle K,Convenience Store,30.0634785,-81.9087721,32068
1647,Circle K,Convenience Store,30.0884959,-81.9457374,32068
1648,SUBWAY,Sandwich Place,30.1057965,-81.83360535,32068
1649,Circle K,Convenience Store,30.049566,-81.809767,32043
1650,Murphy USA,Gas Station,30.10655399,-81.8314731,32068
1651,Nicole's Cafe,Café,30.0627604,-81.90897748,32065
1652,Walmart Supercenter,Big Box Store,30.10586805,-81.83293607,32068
1653,Shell,Gas Station,30.04957,-81.809577,32043
1654,Ravines,Golf Course,30.05889777,-81.84991413,32068
1655,Boondocks Bar and Grill,BBQ Joint,30.050102,-81.80973,32043
1656,Master Wok,Chinese Restaurant,30.04633389,-81.80767536,32043
1657,Tnt Lounge and Liquor,Food,30.104145,-81.95774,32068
1658,Wawa,Convenience Store,30.195917,-81.82285,32222
1659,Mission BBQ,BBQ Joint,30.19563026,-81.74023819,32244
1660,Chipotle Mexican Grill,Mexican Restaurant,30.19387122,-81.73845549,32244
1661,Publix,Grocery Store,30.19437949,-81.74355987,32244
1662,Michaels,Arts & Crafts Store,30.193113,-81.743646,32244
1663,Larry's Giant Subs,Sandwich Place,30.20283599,-81.74141364,32244
1664,Wawa,Convenience Store,30.186323,-81.70297,32073
1665,Dollar General,Discount Store,30.51982881,-82.9543068,32052
1666,CVS pharmacy,Pharmacy,30.51768328,-82.94558957,32052
1667,SUBWAY,Sandwich Place,30.51651194,-82.94519569,32052
1668,Redbox,Video Store,30.469157,-82.966996,32052
1669,Hardee's,Fast Food Restaurant,30.52383161,-82.96094898,32052
1670,SUBWAY,Sandwich Place,30.45046127,-82.93233577,32052
1671,Love's Travel Stop,Truck Stop,30.45212,-82.9336317,32052
1672,Dairy Queen,Fast Food Restaurant,30.4504147,-82.9322355,32052
1673,Wendy's,Fast Food Restaurant,30.4460514,-82.9340147,32052
1674,Arby's,Fast Food Restaurant,30.45203106,-82.93361843,32052
1675,LA Fitness,Gym,30.524277,-82.961036,34293
1676,Peach Shed,Dessert Shop,30.45635729,-82.94574309,32052
1677,E D's 41 Deer Crossing,Food,30.474876,-82.901183,32052
1678,Huddle House,Breakfast Spot,30.5190343,-83.05666476,32052
1679,Sheffield's Country Kitchen,Food,30.529357,-83.040597,32052
1680,LFC Epoxy Flooring LLC,Home Service,30.40737,-82.96618,32060
1681,Burger King,Fast Food Restaurant,30.5198564,-83.056407,32052
1682,Spirit Of The Suwanee Music Park & Campground,Campground,30.39291189,-82.94645609,32060
1683,Busy Bee Truck Stop,Gas Station,30.33207419,-82.96039966,32060
1684,Pilot Travel Center,Gas Station,30.51653347,-83.05903041,32052
1685,Bigwood Bbq And Grill,BBQ Joint,30.31982581,-82.97258866,32064
1686,Florida Welcome Center (I-75),Tourist Information Center,30.61311206,-83.14684743,32053
1687,The Brown Lantern,American Restaurant,30.29483386,-82.98048449,32064
1688,Publix,Grocery Store,30.28160345,-82.98929588,32064
1689,Dairy Queen,Fast Food Restaurant,30.2893527,-82.9873967,32064
1690,Moe's Southwest Grill,Mexican Restaurant,30.32636649,-82.96514397,32060
1691,Sub Shop,Sandwich Place,30.29279225,-82.98634309,32064
1692,Stephen Foster Folk Culture Center State Park,State / Provincial Park,30.33204035,-82.76857263,32096
1693,Dixie Grill,American Restaurant,30.29538724,-82.9834074,32064
1694,Taco Bell,Fast Food Restaurant,30.32706546,-82.96452699,32060
1695,Jennings gp,Racetrack,30.57521228,-83.15731751,32053
1696,Fat Belly's,BBQ Joint,30.33008628,-82.75171099,32096
1697,sakura,Asian Restaurant,30.28139815,-82.98849637,32064
1698,Walgreens,Pharmacy,30.28224147,-82.98702121,32064
1699,TD Bank,Bank,30.29192282,-82.98646867,32064
1700,Dollar Tree,Discount Store,30.31860198,-82.96985843,32060
1701,Zaxby's Chicken Fingers & Buffalo Wings,Fried Chicken Joint,30.32556,-82.966893,32060
1702,Winn-Dixie,Grocery Store,30.2820281,-83.00095437,32064
1703,Dollar General,Discount Store,30.28081335,-82.98813559,32064
1704,CVS pharmacy,Pharmacy,30.28739488,-82.98752679,32064
1705,Pizza Hut,Pizza Place,30.291074,-82.9868871,32060
1706,Subway,Sandwich Place,30.32642823,-82.96509102,32060
1707,AT&T,Mobile Phone Shop,30.28757501,-82.98642821,32064
1708,Krystal,Fast Food Restaurant,30.32664969,-82.96472266,32060
1709,Verizon Authorized Retailer - TCC,Mobile Phone Shop,30.2912361,-82.9876565,32064
1710,Hardee's / Red Burrito,Fast Food Restaurant,30.29201121,-82.98731743,32064
1711,Ken's BBQ,BBQ Joint,30.2813449,-82.98885228,32064
1712,Waffle House,Breakfast Spot,30.33008651,-82.96388344,32060
1713,fred's Super Dollar,Discount Store,30.2815659,-82.9864981,32064
1714,Redbox,Video Store,30.28171552,-83.00066193,32064
1715,Subway,Sandwich Place,30.2812944,-82.98932695,32064
1716,Holiday Inn Express & Suites Live Oak,Hotel,30.32735174,-82.96396009,32060
1717,Redbox,Video Store,30.314617,-82.811794,32096
1718,Shell,Gas Station,30.32799282,-82.9638458,32060
1719,Little Caesars Pizza,Pizza Place,30.28128597,-82.98893788,32064
1720,Lowe's Home Improvement,Hardware Store,30.315887,-82.9688058,32064
1721,Dollar General,Discount Store,30.29301799,-82.97997396,32064
1722,Shell,Gas Station,30.28274404,-82.95346583,32060
1723,Murphy USA,Gas Station,30.3238631,-82.96644847,32060
1724,KFC,Fried Chicken Joint,30.28898347,-82.98741641,32064
1725,Walmart Supercenter,Big Box Store,30.32448723,-82.96417763,32060
1726,Burger King,Fast Food Restaurant,30.3318022,-82.9602804,32060
1727,America's Best Value Inn,Hotel,30.31725824,-82.8082899,32094
1728,Americas Best Value Inn White Springs Live Oak,Hotel,30.31735061,-82.80833797,32096
1729,Interstate 10 & US Route 90,Intersection,30.34345412,-83.09037209,32060
1730,Suwannee Lake,Lake,30.29905764,-82.90408303,32060
1731,Suwannee County Airport,Airport,30.30306983,-83.0219199,32060
1732,American Canoe Adventures,Outdoor Supply Store,30.33983,-82.75749,32096
1733,Nature and Heritage Tourism Center,History Museum,30.32935279,-82.75942038,32096
1734,I-10 & Co Rd 137,Intersection,30.28045333,-82.82001145,32060
1735,XFINITY Store by Comcast,Business Service,30.54718278,-83.13591599,32053
1736,Ed Bargy Racing School - Jennings GP,Racetrack,30.57592427,-83.16062621,32053
1737,Family Dollar,Discount Store,30.6061813,-83.10395292,32053
1738,Cinnabon,Sandwich Place,30.51612091,-83.05879974,32052
1739,I-75 & Hamilton Ave,Intersection,30.5944051,-83.11986968,32053
1740,Florida/GA State Line from 33K UP,Border Crossing,30.62194204,-83.16465983,32060
1741,Christy's Express,Food Truck,30.53628398,-83.07130047,32053
1742,Florida/Georgia State Line,Border Crossing,30.622944,-83.118671,32053
1743,Madison Blue Springs,Lake,30.48104734,-83.24471714,32059
1744,CVS pharmacy,Pharmacy,30.46969812,-83.409605,32340
1745,Dollar General,Discount Store,30.4695083,-83.40544302,32340
1746,fred's Super Dollar,Discount Store,30.46987764,-83.40078089,32340
1747,McDonald's,Fast Food Restaurant,30.46898047,-83.40882632,32340
1748,Circle K,Convenience Store,30.0181584,-82.3446092,32054
1749,Family Dollar,Discount Store,30.02416144,-82.3459758,32054
1750,Spires IGA,Grocery Store,30.02270504,-82.34489774,32054
1751,Skips Deli,Food,30.02281395,-82.34417441,32054
1752,Ken's Bar-B-Que,BBQ Joint,30.18057643,-82.59440625,32055
1753,Shell / S & S,Gas Station,30.18392052,-82.59938866,32025
1754,Columbia County Line,Border Crossing,29.93456219,-82.56218406,32615
1755,Rogers-Farm Corn Maze,Farm,29.799274,-82.385055,32653
1756,Harris 24 Hour Tire and Road Service,Auto Garage,30.36721015,-82.64688492,32055
1757,jones the grocer,Deli / Bodega,30.41419481,-82.63665652,32096
1758,Timmy Hall's Appliance Repair Service,Other Repair Shop,30.417151,-82.638085,32096
1759,Falling Creek Falls,Trail,30.25800759,-82.66876314,32055
1760,Osceola National Forest - Columbia County Tract,Other Great Outdoors,30.24127226,-82.59905564,32055
1761,Gator's Dockside,Restaurant,30.18056001,-82.66489808,32055
1762,Waffle House,Breakfast Spot,30.18043455,-82.68103018,32055
1763,Dollar General,Discount Store,30.22135643,-82.82251293,32094
1764,Suwannee/Columbia Rest Area - Interstate 10 East,Rest Area,30.27409192,-82.79966411,32094
1765,Interstate 10 & Interstate 75,Intersection,30.26709218,-82.75460176,32055
1766,Smitty's Western Store,Clothing Store,30.19278966,-82.74447291,32055
1767,Popeyes Louisiana Kitchen,Fried Chicken Joint,30.18970704,-82.63911419,32055
1768,TD Bank,Bank,30.19023502,-82.64034429,32055
1769,Wendy's,Fast Food Restaurant,30.18818,-82.639856,32025
1770,Hardee's / Red Burrito,Fast Food Restaurant,30.18972213,-82.64016084,32055
1771,Burger King,Fast Food Restaurant,30.18887403,-82.63895094,32025
1772,Chasteen's,American Restaurant,30.19076485,-82.63714659,32055
1773,Greyhound: Bus Station,Bus Station,30.18717885,-82.63694498,32025
1774,KFC,Fried Chicken Joint,30.18452991,-82.64034926,32025
1775,GNC,Supplement Shop,30.18894926,-82.64688038,32055
1776,Dollar General,Discount Store,30.18957354,-82.64689861,32055
1777,CVS pharmacy,Pharmacy,30.18434858,-82.63968249,32025
1778,Pizza Hut,Pizza Place,30.18348817,-82.63670862,32025
1779,Subway,Sandwich Place,30.18957027,-82.6469574,32055
1780,Family Dollar,Discount Store,30.19443934,-82.63713135,32055
1781,Little Caesars Pizza,Pizza Place,30.18462,-82.640762,32025
1782,Fu King Chinese Restaurant,Chinese Restaurant,30.18149951,-82.63914967,32025
1783,McDonald's,Fast Food Restaurant,30.18372736,-82.63890045,32025
1784,Halpatter Brewing Company,Brewery,30.1916973,-82.6366515,32055
1785,North Florida Pharmacy,Pharmacy,30.18569284,-82.63918362,32025
1786,Cole Optics,Optical Shop,30.18646052,-82.64349461,32025
1787,Ed & Barb's Cream Donuts,Coffee Shop,30.18263701,-82.6389689,32025
1788,Winn-dixie Liquor Store,Liquor Store,30.18256162,-82.637732,32025
1789,Glenn I. Jones Home Services,Construction & Landscaping,30.19561,-82.64335,32055
1790,Akins Heating & Air Inc,Construction & Landscaping,30.195619,-82.643357,32619
1791,Stop N Go,Convenience Store,30.18199713,-82.63900952,32025
1792,Pizza Boy,Pizza Place,30.18184918,-82.63788879,32025
1793,Maggie's Subs & Salads,Food Truck,30.18123325,-82.63609201,32025
1794,Elliano's,Coffee Shop,30.17742346,-82.63904915,32025
1795,Ken's BBQ Hwy 90,BBQ Joint,30.18141971,-82.65993896,32055
1796,Dollar General,Discount Store,30.20298821,-82.63784358,32055
1797,SONIC Drive In,Fast Food Restaurant,30.1716885,-82.6396866,32025
1798,Hungry Howie's Pizza,Pizza Place,30.17824156,-82.63883601,32025
1799,Dollar General,Discount Store,30.17819901,-82.63861265,32025
1800,Beef O'brady's,American Restaurant,30.17825471,-82.6390645,32025
1801,Five Below,Discount Store,30.179434,-82.66626,32055
1802,Enterprise Rent-A-Car,Rental Car Location,30.18541951,-82.65422881,32055
1803,GameStop,Video Game Store,30.18059921,-82.67066002,32055
1804,Dollar Tree,Discount Store,30.17720435,-82.63899369,32025
1805,Yamato,Japanese Restaurant,30.18640557,-82.65292807,32055
1806,Ole Times Country Buffet,American Restaurant,30.18068474,-82.67204727,32055
1807,Buffalo Wild Wings,Wings Joint,30.180822,-82.672296,32055
1808,Payless ShoeSource,Shoe Store,30.1810553,-82.67253821,32055
1809,Captain D's,Seafood Restaurant,30.178195,-82.671513,32055
1810,Belk,Department Store,30.18101193,-82.67260194,32055
1811,Dollar Tree,Discount Store,30.17710731,-82.66779795,32055
1812,CVS pharmacy,Pharmacy,30.17944907,-82.6684545,32055
1813,Taco Bell,Fast Food Restaurant,30.17959426,-82.67162652,32055
1814,Subway,Sandwich Place,30.18289761,-82.61087906,32055
1815,The UPS Store,Shipping Store,30.1810235,-82.6649249,32055
1816,Sally Beauty,Health & Beauty Service,30.181192,-82.663483,32055
1817,Dollar General,Discount Store,30.18231038,-82.60292567,32025
1818,Costa del Sol,Mexican Restaurant,30.1787322,-82.66921391,32055
1819,Chevron Food Mart,Gas Station,30.18323745,-82.65597713,32055
1820,TD Bank,Bank,30.1794293,-82.6789439,32055
1821,DICK'S Sporting Goods,Sporting Goods Shop,30.180974,-82.667779,32055
1822,Save-A-Lot,Grocery Store,30.188419,-82.62161536,32055
1823,Sherwin-Williams Paint Store,Hardware Store,30.17900399,-82.66310692,32055
1824,Cedar River Seafood,Seafood Restaurant,30.1815222,-82.6585998,32055
1825,Hardee's,Fast Food Restaurant,30.18447415,-82.60026695,32025
1826,Shell / S & S,Gas Station,30.16367303,-82.64452494,32025
1827,Big Lots,Big Box Store,30.18078179,-82.66975868,32055
1828,Walgreens,Pharmacy,30.17800928,-82.66653746,32055
1829,Beall's Outlet,Department Store,30.178008,-82.638424,32025
1830,Island Shack,Cosmetics Shop,30.16393895,-82.6413255,32025
1831,Lake City Bowl,Bowling Alley,30.17589358,-82.66938328,32055
1832,Ichetucknee Springs,Skate Park,30.11820705,-82.6574719,32055
1833,Bard Gymnastics,Gym,30.21956445,-82.73600753,32055
1834,Camp Weed & Cerveny Conference Center,Campground,30.24884738,-82.90881755,32060
1835,Fat Jack's Smokestack BBQ,BBQ Joint,30.05501695,-82.06851482,32091
1836,Lori's Lighted D'Lites,Arts & Crafts Store,30.07340661,-82.06618876,32058
1837,US-301 & Lake St :: Slow Down!,Intersection,30.04431489,-82.07185241,32058
1838,Lawtey Supermarket,Supermarket,30.04308088,-82.07301285,32058
1839,Produce,Vegetarian / Vegan Restaurant,30.08122749,-82.06336425,32058
1840,Middle Of Nothing,Scenic Lookout,30.00663413,-82.09012076,32058
1841,Starke Computer Repair,IT Services,29.98896943,-82.09520817,32091
1842,Eagle Landing Golf Course,Golf Course,30.16274994,-81.85219326,32068
1843,Country Pride,American Restaurant,30.28543047,-81.98417278,32234
1844,Green Ramp Services,Farm,30.33995411,-83.16901445,32060
1845,"Fast Track #41 Travel Store madison ,FL.",Convenience Store,30.3976436,-83.35899953,32340
1846,Rancho Grande,Mexican Restaurant,30.4684524,-83.41351936,32340
1847,SUBWAY,Sandwich Place,30.46901162,-83.41028685,32340
1848,Winn-Dixie,Grocery Store,30.47038009,-83.42541581,32340
1849,Family Dollar,Discount Store,30.4702055,-83.42497436,32340
1850,Pizza Hut,Pizza Place,30.47167823,-83.42703585,32340
1851,Burger King,Fast Food Restaurant,30.46975253,-83.41065064,32340
1852,Shell Gas Station,Automotive Shop,30.24663509,-83.04728386,32060
1853,KFC,Fried Chicken Joint,30.47133407,-83.42623071,32340
1854,Ken's Bar-B-Q,BBQ Joint,30.47090705,-83.42515682,32340
1855,Bealls Outlet,Outlet Store,30.471577,-83.425772,32340
1856,I-10 & FL-14,Intersection,30.43126522,-83.45607653,32340
1857,Arctic A/C Service,Construction & Landscaping,30.269726,-83.04116,32060
1858,Nobles Greenhouse,Garden Center,30.28043012,-83.01279808,32060
1859,Murrah's Septic Tank Service,Home Service,30.23893701,-83.05473089,32060
1860,Suwannee River,River,30.45066984,-82.93624616,32052
1861,Bob Evans,American Restaurant,30.45316806,-82.94049524,32052
1862,Santa Fe Overhead Door,Construction & Landscaping,30.01102181,-82.45126796,32054
1863,Shell,Gas Station,29.99588289,-82.59820658,32024
1864,WaterBoy Well Repair,Construction & Landscaping,30.095331,-83.010603,32071
1865,"Rally Drywall, Texturing & More, LLC",Construction & Landscaping,30.056566,-82.988984,32071
1866,Big Z's Home Inspection Field Services,Home Service,30.17311,-82.89532,32094
1867,F Santos Farm,Food,30.078711,-82.895276,32071
1868,Redbox,Video Store,30.273382,-82.122319,32063
1869,Baker County Family YMCA,Gym,30.27207619,-82.12449969,32063
1870,China Dragon,Chinese Restaurant,30.26672781,-82.12420285,32063
1871,Splatman Paintball Park,Paintball Field,30.27426356,-82.13399656,32063
1872,DD's Sports Grill,American Restaurant,30.28140882,-82.12781072,32063
1873,Calendars,Café,30.28216717,-82.12150453,32063
1874,VyStar ATM,ATM,30.26369993,-82.12320527,32063
1875,Memorial Stadium,Football Stadium,30.283748,-82.12624748,32063
1876,Cinco de Mayo,Mexican Restaurant,30.26684006,-82.115464,32063
1877,King Nails,Cosmetics Shop,30.26310352,-82.12419144,32063
1878,Jacksonville Equestrian Center,Stables,30.24094917,-81.90690206,32221
1879,Cecil Field Aquatic Center,Pool,30.2411026,-81.90303952,32221
1880,IGA,Grocery Store,30.3015984,-81.9828622,32234
1881,Jacksonville-Baldwin Bike Trail (Baldwin Trailhead),Trail,30.3102088,-81.97436522,32234
1882,Cecil Airport (VQQ),Airport,30.22303643,-81.88211464,32221
1883,North Florida Eye Care,Optical Shop,30.29241377,-82.98678151,32064
1884,Live Oak Gathering,Diner,30.29492725,-82.9846268,32064
1885,Enterprise Rent-A-Car,Rental Car Location,30.29804034,-82.98832342,32064
1886,Verizon,Electronics Store,30.28792153,-82.98728187,32060
1887,Save Alot,Grocery Store,30.2885729,-82.98273019,32064
1888,11th St / Irvin Ave / Walker Ave Roundabout,Intersection,30.28987546,-82.99621582,32064
1889,Hibbett Sports,Shoe Store,30.284833,-82.98877,32060
1890,Pepe's Grocery,Market,30.30110854,-82.99581343,32064
1891,Donut Time,Donut Shop,30.29526412,-82.975686,32064
1892,Jessie Philpot Plumbing & Electric Inc.,Home Service,30.29593,-82.999954,32064
1893,Burger King,Fast Food Restaurant,30.28110883,-82.98707217,32064
1894,Pretty Nails,Spa,30.28111254,-82.98943191,32064
1895,Enterprise Rent-A-Car,Rental Car Location,30.29703396,-83.00568363,32064
1896,First Federal Sportsplex,Baseball Field,30.27765523,-83.00273895,32064
1897,Redbox,Video Store,30.286622,-83.024994,32060
1898,Roundman's Pump Repair & Well Drilling,Construction & Landscaping,30.364178,-83.046517,32060
1899,Interstate 10,Road,30.29395574,-82.88640298,32060
1900,El Apache Authentic Mexican Restaurant,Mexican Restaurant,30.1394735,-81.77243374,32065
1901,Dollar Tree,Discount Store,30.14360501,-81.76680046,32065
1902,Panda Express,Chinese Restaurant,30.13986331,-81.77040026,32065
1903,Eyeglass World,Optical Shop,30.13956348,-81.77029537,32065
1904,Country Cabin,Breakfast Spot,30.14389091,-81.76321775,32065
1905,GameStop,Video Game Store,30.13826376,-81.7704106,32065
1906,Arby's,Fast Food Restaurant,30.141693,-81.768658,32065
1907,Ollie’s,Department Store,30.143719,-81.766368,32065
1908,Big Lots,Big Box Store,30.14913965,-81.75757071,32065
1909,McDonald's,Fast Food Restaurant,30.137703,-81.768704,32065
1910,Marshalls,Department Store,30.14326157,-81.76625941,32065
1911,Señor Wings,Wings Joint,30.14842779,-81.75812602,32065
1912,Papa John's Pizza,Pizza Place,30.13798622,-81.77590685,32065
1913,Marshalls,Department Store,30.148603,-81.75347,32065
1914,Redbox,Video Store,30.140111,-81.770282,32065
1915,Sally's Beauty Supply,Cosmetics Shop,30.13824057,-81.77408534,32065
1916,Supercuts,Salon / Barbershop,30.14327978,-81.76729718,32065
1917,The UPS Store,Shipping Store,30.13924589,-81.774217,32065
1918,Pizza Hut,Pizza Place,30.14322753,-81.76783383,32065
1919,SUBWAY,Sandwich Place,30.13775435,-81.77584586,32065
1920,SUBWAY,Sandwich Place,30.14805975,-81.75564147,32073
1921,Goodwill,Thrift / Vintage Store,30.14377261,-81.76662683,32065
1922,Country Cabin,Breakfast Spot,30.13780721,-81.77541663,32065
1923,Bailey's Powerhouse Gym Orange Park,Gym,30.14872126,-81.75824615,32065
1924,Firestone Complete Auto Care,Automotive Shop,30.14231,-81.76655,32065
1925,Taco Bell,Fast Food Restaurant,30.13889549,-81.77349302,32065
1926,Walgreens,Pharmacy,30.15093791,-81.75315691,32073
1927,Shell,Gas Station,30.14193284,-81.7680368,32065
1928,Sonic Drive-In,Fast Food Restaurant,30.14106805,-81.76978648,32065
1929,Walmart Supercenter,Big Box Store,30.13803867,-81.76952362,32065
1930,VyStar ATM,ATM,30.12900124,-81.79155757,32065
1931,Poochie's Dog Park,Dog Run,30.12626852,-81.79901318,32065
1932,College Drive & Peoria Road,Intersection,30.13092441,-81.77473688,32065
1933,Pipas Imagery,Photography Studio,30.15104626,-81.82356477,32068
1934,Uninhibited Fitness,Gym,30.12595695,-81.77526559,32065
1935,Discovery Dr (FL-23) & Trail Ridge Rd,Intersection,30.13310239,-81.83067329,32221
1936,Taco Bell,Fast Food Restaurant,30.12157574,-81.8207043,32073
1937,Orange Park Community Theatre,Theater,30.14628855,-81.75294049,32073
1938,Target,Big Box Store,30.19911511,-81.82494668,32222
1939,Oakleaf Town Center,Shopping Mall,30.1964317,-81.82708728,32222
1940,Sam's Club,Warehouse Store,30.19819059,-81.74613343,32244
1941,Five Guys,Burger Joint,30.19675188,-81.82711874,32222
1942,Olive Garden,Italian Restaurant,30.19357912,-81.74076163,32244
1943,Zaxby's Chicken Fingers & Buffalo Wings,Fried Chicken Joint,30.196377,-81.831287,32222
1944,T.J. Maxx,Department Store,30.1921465,-81.7427393,32244
1945,Hair Cuttery,Salon / Barbershop,30.19841961,-81.82322009,32222
1946,Starbucks,Coffee Shop,30.19523371,-81.82939568,32222
1947,Tropical Smoothie Cafe,Café,30.1964804,-81.8271552,32222
1948,Carrabba's Italian Grill,Italian Restaurant,30.19498299,-81.73984736,32244
1949,IHOP,Breakfast Spot,30.1689592,-81.74700197,32073
1950,Costco Wholesale,Warehouse Store,30.20144514,-81.75691208,32244
1951,Red Lobster,Seafood Restaurant,30.187878,-81.740033,32073
1952,LongHorn Steakhouse,Steakhouse,30.19263926,-81.74077362,32244
1953,Chili's Grill & Bar,Tex-Mex Restaurant,30.19623017,-81.82432196,32222
1954,Miller's Ale House,Restaurant,30.1865,-81.72883,32073
1955,American Eagle Outfitters,Clothing Store,30.184702,-81.734758,32073
1956,Best Buy,Electronics Store,30.198629,-81.738168,32244
1957,Dairy Queen,Fast Food Restaurant,30.16767436,-81.74807131,32073
1958,Bold Bean Coffee,Coffee Shop,30.31544069,-81.68935086,32204
1959,Mayo Custom Cuts,Food,29.998227,-83.122599,32066
1960,Subs and More,American Restaurant,30.0532079,-83.16972,32066
1961,A.P.M.Allens property management,Construction & Landscaping,30.017975,-82.882865,32071
1962,Walgreens,Pharmacy,30.16644301,-81.70700669,32073
1963,Pengree's,American Restaurant,30.16477619,-81.70592404,32073
1964,Gibbs New York Style Subs,Sandwich Place,30.16544365,-81.70605707,32073
1965,Gibbs NY Style Subs and Salads,Sandwich Place,30.16539,-81.705955,32073
1966,Barber & Beauty World,Salon / Barbershop,30.16541744,-81.70820681,32073
1967,CVS pharmacy,Pharmacy,30.16599184,-81.70232137,32073
1968,Starbucks,Coffee Shop,30.1664089,-81.70070973,32073
1969,Dunkin',Donut Shop,30.17258116,-81.7017723,32073
1970,Sam's St. Johns Seafood,Seafood Restaurant,30.17210243,-81.70180016,32073
1971,1st Place Sports,Sporting Goods Shop,30.16285295,-81.70159522,32073
1972,Winn-Dixie,Grocery Store,30.16702611,-81.70208555,32073
1973,Dollar Tree,Discount Store,30.17173841,-81.70143397,32073
1974,A Healthy Nutrition Center,Juice Bar,30.16306209,-81.70116204,32073
1975,Pompeii Coal-Fired Pizza,Pizza Place,30.16364864,-81.7015848,32073
1976,Enterprise Rent-A-Car,Rental Car Location,30.17374436,-81.70106536,32073
1977,Save-A-Lot,Grocery Store,30.17121895,-81.70209685,32073
1978,Jacksonville Sport & Spine,Chiropractor,30.161827,-81.700386,32073
1979,Life's Journey Yoga And Wellness,Yoga Studio,30.16140071,-81.70044789,32073
1980,DKeller Designs Photography,Photography Studio,30.15930436,-81.71130169,32073
1981,Orange Park Furniture,Furniture / Home Store,30.17341708,-81.70123083,32073
1982,Orange Park Athletic Association,Baseball Field,30.17174125,-81.71612282,32073
1983,Aron's Pizza,Pizza Place,30.18199941,-81.70185186,32073
1984,Hilton Garden Inn Jacksonville/Orange Park,Hotel,30.18879752,-81.70133382,32073
1985,Waffle House,Breakfast Spot,30.18808289,-81.70204347,32073
1986,The Loop Pizza Grill,Pizza Place,30.18486935,-81.70459469,32073
1987,Adamec Harley-Davidson of Orange Park,Motorcycle Shop,30.18928,-81.71276,32073
1988,Camp Echockotee,Campground,30.15254866,-81.72647489,32073
1989,Holiday Inn Hotel & Suites Orange Park - Wells Rd.,Hotel,30.188315,-81.707243,32073
1990,Courtyard by Marriott Jacksonville Orange Park,Hotel,30.1875992,-81.7069163,32073
1991,SUBWAY,Sandwich Place,30.18072213,-81.7023081,32073
1992,Goodwill,Thrift / Vintage Store,30.18091495,-81.70228676,32073
1993,Orange Park Kennel Club,Racetrack,30.184142,-81.70096636,32073
1994,Zumiez,Clothing Store,30.18456448,-81.73418156,32073
1995,Vapor Craft,Smoke Shop,30.18765601,-81.73283418,32073
1996,JCPenney,Department Store,30.1839121,-81.7330642,32073
1997,El Palermo Puerto Rican Restaurant,Latin American Restaurant,30.16474721,-81.74364779,32073
1998,Cami Cakes,Cupcake Shop,30.18479354,-81.73541195,32073
1999,AMC Orange Park 24,Movie Theater,30.18544753,-81.73576045,32073
2000,Park Avenue Billiards,Pool Hall,30.18133196,-81.70312523,32073
2001,Panda Express,Chinese Restaurant,30.18726034,-81.73531788,32073
2002,The Sheik Sandwiches,Fast Food Restaurant,30.16415589,-81.73846061,32073
2003,Five Guys,Burger Joint,30.18559824,-81.73529475,32073
2004,Best Buy,Electronics Store,30.18498228,-81.7346294,32073
2005,MaggieMoo's Ice Cream and Treatery,Ice Cream Shop,30.185368,-81.735295,32073
2006,Yankee Candle,Gift Shop,30.18472362,-81.73509041,32073
2007,Victoria's Secret,Lingerie Store,30.184559,-81.734863,32073
2008,RaceTrac,Gas Station,30.178307,-81.700914,32073
2009,FYE,Toy / Game Store,30.1847069,-81.7369197,32073
2010,Staples,Paper / Office Supplies Store,30.16593284,-81.74674362,32073
